Model ID,Model Name,Provider,Family/Gen,Version,Status,Archetype,Routing Surface,Surface Type,Auth on Dell,Billing Class,Runs Local on Dell,Reasoning,Math,Research/Synthesis,Knowledge/Recency,Research & Reasoning ★,Code Gen,Agentic SWE,Polyglot/Refactor,Debug/Comprehension,Coding & Engineering ★,Tool Calling,Autonomy/Long-horizon,Computer/Browser Use,Instruction Adherence,Agentic & Tool Calling ★,Creative Writing,Prose/Editing,Summarization,Multilingual,Creative & Language ★,Data Analysis,Forecasting,Structured Extraction,Quant Reasoning,Predictive & Analytical ★,Vision,Doc/Chart/OCR,Audio,Multimodal ★,Speed (tok/s),Latency,Context Capacity,Cost-Efficiency,Performance & Economy ★,Factuality,Consistency,Safety/Refusal,Robustness,Reliability & Safety ★,POWER LEVEL,Context Window,Max Output,$/MTok In,$/MTok Out,consequence_max,rating_instruction,rating_quality,Recommended Roles,Avoid For,Confidence,Sources,Last Verified
gpt-5,GPT-5,OpenAI,GPT-5.x,5,Legacy,Flagship (prior),OpenAI API,HTTP API,No standalone key,metered (not configured),No,8.6,8.4,8.4,8.6,8.5,8.4,8.0,8.0,8.4,8.2,8.4,8.4,8.0,8.6,8.3,8.2,8.2,8.2,8.2,8.2,8.0,7.2,8.2,8.4,8.0,8.4,8.4,,8.4,6.8,6.8,10,5.5,7.3,8.2,8.3,8.4,8.2,8.3,8.2,1M,128000,,,high,4,4,Prior frontier; configurable reasoning effort,,M,First GPT-5; family-inherited estimate (scaled from flagship); verify before HIGH-stakes routing,2026-06-07
gpt-5,GPT-5,OpenAI,GPT-5.x,5,Legacy,Flagship (prior),GitHub Models (AI Toolkit),Aggregator,Configured,subscription_included,No,8.6,8.4,8.4,8.6,8.5,8.4,8.0,8.0,8.4,8.2,8.4,8.4,8.0,8.6,8.3,8.2,8.2,8.2,8.2,8.2,8.0,7.2,8.2,8.4,8.0,8.4,8.4,,8.4,6.8,6.8,10,5.5,7.3,8.2,8.3,8.4,8.2,8.3,8.2,1M,128000,,,high,4,4,Prior frontier; configurable reasoning effort,,M,First GPT-5; family-inherited estimate (scaled from flagship); verify before HIGH-stakes routing,2026-06-07
gpt-5,GPT-5,OpenAI,GPT-5.x,5,Legacy,Flagship (prior),Azure AI Foundry,Aggregator,Not credentialed,metered (not configured),No,8.6,8.4,8.4,8.6,8.5,8.4,8.0,8.0,8.4,8.2,8.4,8.4,8.0,8.6,8.3,8.2,8.2,8.2,8.2,8.2,8.0,7.2,8.2,8.4,8.0,8.4,8.4,,8.4,6.8,6.8,10,5.5,7.3,8.2,8.3,8.4,8.2,8.3,8.2,1M,128000,,,high,4,4,Prior frontier; configurable reasoning effort,,M,First GPT-5; family-inherited estimate (scaled from flagship); verify before HIGH-stakes routing,2026-06-07
gpt-5-mini,GPT-5 Mini,OpenAI,GPT-5.x,5-mini,Current,Fast-Cheap,OpenAI API,HTTP API,No standalone key,metered (not configured),No,7.8,7.4,7.2,7.6,7.5,7.8,7.2,7.2,7.6,7.5,7.8,7.4,7.0,7.8,7.5,7.6,7.6,7.6,7.4,7.5,7.2,6.4,7.6,7.2,7.1,7.6,7.6,,7.6,8.6,8.6,9,8.0,8.6,7.8,7.8,8.2,7.6,7.8,7.6,400K,64000,,,high,4,4,Near-frontier at low latency/cost,Hardest reasoning,M,Cost/latency-optimized GPT-5; family-inherited estimate (scaled from flagship); verify before HIGH-stakes routing,2026-06-07
gpt-5-mini,GPT-5 Mini,OpenAI,GPT-5.x,5-mini,Current,Fast-Cheap,Codex CLI,CLI,Working (ChatGPT plan),subscription_included,No,7.8,7.4,7.2,7.6,7.5,7.8,7.2,7.2,7.6,7.5,7.8,7.4,7.0,7.8,7.5,7.6,7.6,7.6,7.4,7.5,7.2,6.4,7.6,7.2,7.1,7.6,7.6,,7.6,8.6,8.6,9,8.0,8.6,7.8,7.8,8.2,7.6,7.8,7.6,400K,64000,,,high,4,4,Near-frontier at low latency/cost,Hardest reasoning,M,Cost/latency-optimized GPT-5; family-inherited estimate (scaled from flagship); verify before HIGH-stakes routing,2026-06-07
gpt-5-mini,GPT-5 Mini,OpenAI,GPT-5.x,5-mini,Current,Fast-Cheap,GitHub Models (AI Toolkit),Aggregator,Configured,subscription_included,No,7.8,7.4,7.2,7.6,7.5,7.8,7.2,7.2,7.6,7.5,7.8,7.4,7.0,7.8,7.5,7.6,7.6,7.6,7.4,7.5,7.2,6.4,7.6,7.2,7.1,7.6,7.6,,7.6,8.6,8.6,9,8.0,8.6,7.8,7.8,8.2,7.6,7.8,7.6,400K,64000,,,high,4,4,Near-frontier at low latency/cost,Hardest reasoning,M,Cost/latency-optimized GPT-5; family-inherited estimate (scaled from flagship); verify before HIGH-stakes routing,2026-06-07
gpt-5-nano,GPT-5 Nano,OpenAI,GPT-5.x,5-nano,Current,Fast-Cheap,OpenAI API,HTTP API,No standalone key,metered (not configured),No,6.8,6.2,6.0,6.6,6.4,6.8,6.0,6.0,6.6,6.3,6.8,6.2,5.6,6.8,6.3,6.8,6.8,6.8,6.6,6.8,6.2,5.4,6.8,6.2,6.2,6.6,6.6,,6.6,9.2,9.2,8,8.6,8.8,7.0,7.2,8.0,7.0,7.3,6.8,400K,64000,,,medium,3,3,Cheapest/fastest GPT-5 for simple classification,Anything needing depth,M,Fastest GPT-5 tier; family-inherited estimate (scaled from flagship); verify before HIGH-stakes routing,2026-06-07
gpt-5-nano,GPT-5 Nano,OpenAI,GPT-5.x,5-nano,Current,Fast-Cheap,GitHub Models (AI Toolkit),Aggregator,Configured,subscription_included,No,6.8,6.2,6.0,6.6,6.4,6.8,6.0,6.0,6.6,6.3,6.8,6.2,5.6,6.8,6.3,6.8,6.8,6.8,6.6,6.8,6.2,5.4,6.8,6.2,6.2,6.6,6.6,,6.6,9.2,9.2,8,8.6,8.8,7.0,7.2,8.0,7.0,7.3,6.8,400K,64000,,,medium,3,3,Cheapest/fastest GPT-5 for simple classification,Anything needing depth,M,Fastest GPT-5 tier; family-inherited estimate (scaled from flagship); verify before HIGH-stakes routing,2026-06-07
gpt-5.2-codex,GPT-5.2 Codex,OpenAI,GPT-5.x Codex,5.2-codex,Current,Coder Specialist,OpenAI API,HTTP API,No standalone key,metered (not configured),No,8.6,8.2,8.2,8.4,8.3,8.9,8.5,8.5,8.8,8.7,8.8,8.8,8.6,8.8,8.8,7.6,7.8,7.6,7.4,7.6,7.8,7.0,8.2,8.2,7.8,,,,,6.6,6.6,9,5.6,6.9,8.3,8.5,8.7,8.5,8.5,8.2,400K,128000,,,high,5,4,Long-horizon agentic coding,Non-coding tasks,M,Prior Codex generation; family-inherited estimate (scaled from flagship); verify before HIGH-stakes routing,2026-06-07
gpt-5.2-codex,GPT-5.2 Codex,OpenAI,GPT-5.x Codex,5.2-codex,Current,Coder Specialist,Codex CLI,CLI,Working (ChatGPT plan),subscription_included,No,8.6,8.2,8.2,8.4,8.3,8.9,8.5,8.5,8.8,8.7,8.8,8.8,8.6,8.8,8.8,7.6,7.8,7.6,7.4,7.6,7.8,7.0,8.2,8.2,7.8,,,,,6.6,6.6,9,5.6,6.9,8.3,8.5,8.7,8.5,8.5,8.2,400K,128000,,,high,5,4,Long-horizon agentic coding,Non-coding tasks,M,Prior Codex generation; family-inherited estimate (scaled from flagship); verify before HIGH-stakes routing,2026-06-07
o3,o3,OpenAI,o-series,o3,Legacy (succeeded by GPT-5),Reasoning Specialist,OpenAI API,HTTP API,No standalone key,metered (not configured),No,8.8,8.8,8.4,8.2,8.6,8.2,7.6,7.6,8.0,7.8,8.0,8.0,7.6,8.2,7.9,7.6,7.8,7.6,7.4,7.6,8.0,7.4,8.0,8.4,8.0,8.2,8.0,,8.1,5.5,5.0,7,5.0,5.6,8.0,8.2,8.4,8.0,8.2,7.8,200K,100000,,,high,5,4,Proof-heavy reasoning where GPT-5 unavailable,Fast/cheap tasks,M,Pre-GPT-5 reasoning tier; family-inherited estimate (scaled from flagship); verify before HIGH-stakes routing,2026-06-07
o3-pro,o3 Pro,OpenAI,o-series,o3-pro,Legacy,Reasoning (max compute),OpenAI API,HTTP API,No standalone key,metered (not configured),No,9.0,9.0,8.6,8.2,8.7,8.2,7.6,7.6,8.0,7.8,8.0,8.0,7.6,8.2,7.9,7.6,7.8,7.6,7.4,7.6,8.2,7.6,8.0,8.6,8.1,8.2,8.0,,8.1,4.0,3.6,7,4.0,4.7,8.2,8.4,8.6,8.2,8.3,7.7,200K,100000,,,high,5,4,Highest o-series reasoning precision,Latency-sensitive,M,o3 + more compute; family-inherited estimate (scaled from flagship); verify before HIGH-stakes routing,2026-06-07
o4-mini,o4-mini,OpenAI,o-series,o4-mini,Legacy,Reasoning (fast),OpenAI API,HTTP API,No standalone key,metered (not configured),No,8.2,8.4,7.6,7.6,7.9,7.8,7.2,7.0,7.6,7.4,7.6,7.4,7.0,7.8,7.5,7.0,7.2,7.0,7.0,7.0,7.4,6.8,7.6,8.0,7.5,7.6,7.4,,7.5,7.8,7.6,7,7.5,7.5,7.6,7.8,8.0,7.6,7.8,7.6,200K,100000,,,high,4,4,Fast cost-efficient reasoning,,M,Fast o-series reasoning; family-inherited estimate (scaled from flagship); verify before HIGH-stakes routing,2026-06-07
o4-mini,o4-mini,OpenAI,o-series,o4-mini,Legacy,Reasoning (fast),Codex CLI,CLI,Working (ChatGPT plan),subscription_included,No,8.2,8.4,7.6,7.6,7.9,7.8,7.2,7.0,7.6,7.4,7.6,7.4,7.0,7.8,7.5,7.0,7.2,7.0,7.0,7.0,7.4,6.8,7.6,8.0,7.5,7.6,7.4,,7.5,7.8,7.6,7,7.5,7.5,7.6,7.8,8.0,7.6,7.8,7.6,200K,100000,,,high,4,4,Fast cost-efficient reasoning,,M,Fast o-series reasoning; family-inherited estimate (scaled from flagship); verify before HIGH-stakes routing,2026-06-07
gpt-4.1,GPT-4.1,OpenAI,GPT-4.x,4.1,Current (API),Instruction/Tool Specialist,OpenAI API,HTTP API,No standalone key,metered (not configured),No,8.0,7.5,7.8,8.2,7.9,8.2,7.6,7.8,8.2,7.9,8.8,8.2,7.6,9.0,8.4,8.2,8.2,8.2,8.0,8.1,7.8,7.0,8.4,7.8,7.8,8.0,8.2,,8.1,7.5,7.5,10,7.0,8.0,8.2,8.4,8.4,8.2,8.3,8.1,1M,32000,,,high,5,4,"Best non-reasoning instruction-following + tool calling, 1M ctx",Frontier reasoning/math,H,"Strong IFEval/tool-calling; 1M context; benchmark-anchored (AA Index, SWE-bench, GPQA, ARC-AGI-2, Aider, MMMU 2026-06)",2026-06-07
gpt-4.1,GPT-4.1,OpenAI,GPT-4.x,4.1,Current (API),Instruction/Tool Specialist,GitHub Models (AI Toolkit),Aggregator,Configured,subscription_included,No,8.0,7.5,7.8,8.2,7.9,8.2,7.6,7.8,8.2,7.9,8.8,8.2,7.6,9.0,8.4,8.2,8.2,8.2,8.0,8.1,7.8,7.0,8.4,7.8,7.8,8.0,8.2,,8.1,7.5,7.5,10,7.0,8.0,8.2,8.4,8.4,8.2,8.3,8.1,1M,32000,,,high,5,4,"Best non-reasoning instruction-following + tool calling, 1M ctx",Frontier reasoning/math,H,"Strong IFEval/tool-calling; 1M context; benchmark-anchored (AA Index, SWE-bench, GPQA, ARC-AGI-2, Aider, MMMU 2026-06)",2026-06-07
gpt-4.1,GPT-4.1,OpenAI,GPT-4.x,4.1,Current (API),Instruction/Tool Specialist,Azure AI Foundry,Aggregator,Not credentialed,metered (not configured),No,8.0,7.5,7.8,8.2,7.9,8.2,7.6,7.8,8.2,7.9,8.8,8.2,7.6,9.0,8.4,8.2,8.2,8.2,8.0,8.1,7.8,7.0,8.4,7.8,7.8,8.0,8.2,,8.1,7.5,7.5,10,7.0,8.0,8.2,8.4,8.4,8.2,8.3,8.1,1M,32000,,,high,5,4,"Best non-reasoning instruction-following + tool calling, 1M ctx",Frontier reasoning/math,H,"Strong IFEval/tool-calling; 1M context; benchmark-anchored (AA Index, SWE-bench, GPQA, ARC-AGI-2, Aider, MMMU 2026-06)",2026-06-07
gpt-4.1,GPT-4.1,OpenAI,GPT-4.x,4.1,Current (API),Instruction/Tool Specialist,GitHub Copilot CLI,CLI,Working (premium req),subscription_included,No,8.0,7.5,7.8,8.2,7.9,8.2,7.6,7.8,8.2,7.9,8.8,8.2,7.6,9.0,8.4,8.2,8.2,8.2,8.0,8.1,7.8,7.0,8.4,7.8,7.8,8.0,8.2,,8.1,7.5,7.5,10,7.0,8.0,8.2,8.4,8.4,8.2,8.3,8.1,1M,32000,,,high,5,4,"Best non-reasoning instruction-following + tool calling, 1M ctx",Frontier reasoning/math,H,"Strong IFEval/tool-calling; 1M context; benchmark-anchored (AA Index, SWE-bench, GPQA, ARC-AGI-2, Aider, MMMU 2026-06)",2026-06-07
gpt-4o,GPT-4o,OpenAI,GPT-4.x,4o,Current (API),Multimodal Workhorse,OpenAI API,HTTP API,No standalone key,metered (not configured),No,7.5,7.0,7.2,7.8,7.4,7.6,6.8,7.0,7.6,7.2,8.0,7.4,7.0,8.2,7.7,8.0,8.0,8.0,8.0,8.0,7.2,6.6,7.8,7.4,7.2,8.4,8.2,8.6,8.4,7.8,7.8,7,7.2,7.5,7.8,8.0,8.2,7.8,7.9,7.6,128K,16384,,,high,4,4,"Live multimodal chat (vision+audio), realtime",Hardest reasoning/coding,H,"Mature multimodal baseline; benchmark-anchored (AA Index, SWE-bench, GPQA, ARC-AGI-2, Aider, MMMU 2026-06)",2026-06-07
gpt-4o,GPT-4o,OpenAI,GPT-4.x,4o,Current (API),Multimodal Workhorse,GitHub Copilot CLI,CLI,Working (premium req),subscription_included,No,7.5,7.0,7.2,7.8,7.4,7.6,6.8,7.0,7.6,7.2,8.0,7.4,7.0,8.2,7.7,8.0,8.0,8.0,8.0,8.0,7.2,6.6,7.8,7.4,7.2,8.4,8.2,8.6,8.4,7.8,7.8,7,7.2,7.5,7.8,8.0,8.2,7.8,7.9,7.6,128K,16384,,,high,4,4,"Live multimodal chat (vision+audio), realtime",Hardest reasoning/coding,H,"Mature multimodal baseline; benchmark-anchored (AA Index, SWE-bench, GPQA, ARC-AGI-2, Aider, MMMU 2026-06)",2026-06-07
gpt-4o,GPT-4o,OpenAI,GPT-4.x,4o,Current (API),Multimodal Workhorse,Azure AI Foundry,Aggregator,Not credentialed,metered (not configured),No,7.5,7.0,7.2,7.8,7.4,7.6,6.8,7.0,7.6,7.2,8.0,7.4,7.0,8.2,7.7,8.0,8.0,8.0,8.0,8.0,7.2,6.6,7.8,7.4,7.2,8.4,8.2,8.6,8.4,7.8,7.8,7,7.2,7.5,7.8,8.0,8.2,7.8,7.9,7.6,128K,16384,,,high,4,4,"Live multimodal chat (vision+audio), realtime",Hardest reasoning/coding,H,"Mature multimodal baseline; benchmark-anchored (AA Index, SWE-bench, GPQA, ARC-AGI-2, Aider, MMMU 2026-06)",2026-06-07
gpt-4o-mini,GPT-4o Mini,OpenAI,GPT-4.x,4o-mini,Current (API),Fast-Cheap,OpenAI API,HTTP API,No standalone key,metered (not configured),No,6.6,6.0,6.0,6.6,6.3,6.6,5.8,5.8,6.4,6.2,7.0,6.4,6.0,7.2,6.7,7.0,7.0,7.0,6.8,7.0,6.2,5.6,6.8,6.2,6.2,7.2,7.0,7.0,7.1,8.8,8.8,7,8.6,8.3,7.0,7.2,7.6,7.0,7.2,6.8,128K,16384,,,medium,3,3,Cheap multimodal classification/extraction,Depth tasks,M,Small multimodal; family-inherited estimate (scaled from flagship); verify before HIGH-stakes routing,2026-06-07
gpt-4o-mini,GPT-4o Mini,OpenAI,GPT-4.x,4o-mini,Current (API),Fast-Cheap,Azure AI Foundry,Aggregator,Not credentialed,metered (not configured),No,6.6,6.0,6.0,6.6,6.3,6.6,5.8,5.8,6.4,6.2,7.0,6.4,6.0,7.2,6.7,7.0,7.0,7.0,6.8,7.0,6.2,5.6,6.8,6.2,6.2,7.2,7.0,7.0,7.1,8.8,8.8,7,8.6,8.3,7.0,7.2,7.6,7.0,7.2,6.8,128K,16384,,,medium,3,3,Cheap multimodal classification/extraction,Depth tasks,M,Small multimodal; family-inherited estimate (scaled from flagship); verify before HIGH-stakes routing,2026-06-07
gpt-oss-120b,GPT-OSS-120B,OpenAI,GPT-OSS (open weight),120b,Current,Open-Weight Flagship,Groq,Aggregator,Not-keyed,metered (not configured),No,7.8,7.4,7.2,7.4,7.5,7.4,6.8,7.0,7.4,7.2,7.6,7.2,6.8,7.6,7.3,7.2,7.2,7.2,7.0,7.2,7.0,6.4,7.4,7.2,7.0,,,,,8.0,8.0,7,8.5,7.9,7.2,7.4,7.4,7.2,7.3,7.4,128K,32000,,,high,4,4,Best open-weight on H100; self-host,Local on this Dell (needs H100),M,Open-weight; via Groq/Together/Antigravity; family-inherited estimate (scaled from flagship); verify before HIGH-stakes routing,2026-06-07
gpt-oss-120b,GPT-OSS-120B,OpenAI,GPT-OSS (open weight),120b,Current,Open-Weight Flagship,Together AI,Aggregator,Not-keyed,metered (not configured),No,7.8,7.4,7.2,7.4,7.5,7.4,6.8,7.0,7.4,7.2,7.6,7.2,6.8,7.6,7.3,7.2,7.2,7.2,7.0,7.2,7.0,6.4,7.4,7.2,7.0,,,,,8.0,8.0,7,8.5,7.9,7.2,7.4,7.4,7.2,7.3,7.4,128K,32000,,,high,4,4,Best open-weight on H100; self-host,Local on this Dell (needs H100),M,Open-weight; via Groq/Together/Antigravity; family-inherited estimate (scaled from flagship); verify before HIGH-stakes routing,2026-06-07
gpt-oss-120b,GPT-OSS-120B,OpenAI,GPT-OSS (open weight),120b,Current,Open-Weight Flagship,Google Antigravity,IDE app,Installed,subscription_included,No,7.8,7.4,7.2,7.4,7.5,7.4,6.8,7.0,7.4,7.2,7.6,7.2,6.8,7.6,7.3,7.2,7.2,7.2,7.0,7.2,7.0,6.4,7.4,7.2,7.0,,,,,8.0,8.0,7,8.5,7.9,7.2,7.4,7.4,7.2,7.3,7.4,128K,32000,,,high,4,4,Best open-weight on H100; self-host,Local on this Dell (needs H100),M,Open-weight; via Groq/Together/Antigravity; family-inherited estimate (scaled from flagship); verify before HIGH-stakes routing,2026-06-07
gpt-oss-120b,GPT-OSS-120B,OpenAI,GPT-OSS (open weight),120b,Current,Open-Weight Flagship,GitHub Models (AI Toolkit),Aggregator,Configured,subscription_included,No,7.8,7.4,7.2,7.4,7.5,7.4,6.8,7.0,7.4,7.2,7.6,7.2,6.8,7.6,7.3,7.2,7.2,7.2,7.0,7.2,7.0,6.4,7.4,7.2,7.0,,,,,8.0,8.0,7,8.5,7.9,7.2,7.4,7.4,7.2,7.3,7.4,128K,32000,,,high,4,4,Best open-weight on H100; self-host,Local on this Dell (needs H100),M,Open-weight; via Groq/Together/Antigravity; family-inherited estimate (scaled from flagship); verify before HIGH-stakes routing,2026-06-07
gpt-oss-20b,GPT-OSS-20B,OpenAI,GPT-OSS (open weight),20b,Current,Open-Weight / Local,Ollama (local),Local,Running (free),local_free,Yes,6.8,6.2,6.0,6.4,6.3,6.4,5.8,6.0,6.4,6.2,6.6,6.2,5.6,6.6,6.2,6.4,6.4,6.4,6.2,6.4,6.0,5.4,6.4,6.2,6.0,,,,,7.0,6.5,7,9.5,7.5,6.6,6.8,7.0,6.6,6.8,6.5,128K,32000,,,medium,3,3,Low-latency open-weight; runs locally (slow) on Dell,Hard reasoning,M,Local Ollama gpt-oss:20b verified on Dell; family-inherited estimate (scaled from flagship); verify before HIGH-stakes routing,2026-06-07
gpt-oss-20b,GPT-OSS-20B,OpenAI,GPT-OSS (open weight),20b,Current,Open-Weight / Local,Groq,Aggregator,Not-keyed,metered (not configured),No,6.8,6.2,6.0,6.4,6.3,6.4,5.8,6.0,6.4,6.2,6.6,6.2,5.6,6.6,6.2,6.4,6.4,6.4,6.2,6.4,6.0,5.4,6.4,6.2,6.0,,,,,7.0,6.5,7,9.5,7.5,6.6,6.8,7.0,6.6,6.8,6.5,128K,32000,,,medium,3,3,Low-latency open-weight; runs locally (slow) on Dell,Hard reasoning,M,Local Ollama gpt-oss:20b verified on Dell; family-inherited estimate (scaled from flagship); verify before HIGH-stakes routing,2026-06-07
gemini-3.1-pro,Gemini 3.1 Pro,Google,Gemini 3.x,3.1-pro,Current,Flagship Reasoner,Google Gemini API,HTTP API,Working (re-authed),subscription_included,No,9.4,9.2,9.3,9.0,9.2,8.6,8.1,8.4,8.6,8.4,8.8,8.8,8.6,8.8,8.8,9.0,9.0,9.0,9.0,9.0,8.6,7.8,8.6,8.8,8.4,8.8,9.0,8.0,8.6,6.5,6.5,10,7.5,7.6,8.5,8.6,8.6,8.5,8.6,8.6,1M,64000,2.0,12.0,critical,5,5,"Top reasoning (GPQA #1), long-context multimodal, research",,H,"GPQA 94.1% (#1); ARC-AGI-2 77.1%; HLE 37.5%; MMMU-Pro 83.9%; benchmark-anchored (AA Index, SWE-bench, GPQA, ARC-AGI-2, Aider, MMMU 2026-06)",2026-06-07
gemini-3.1-pro,Gemini 3.1 Pro,Google,Gemini 3.x,3.1-pro,Current,Flagship Reasoner,Gemini CLI,CLI,Working (re-authed),subscription_included,No,9.4,9.2,9.3,9.0,9.2,8.6,8.1,8.4,8.6,8.4,8.8,8.8,8.6,8.8,8.8,9.0,9.0,9.0,9.0,9.0,8.6,7.8,8.6,8.8,8.4,8.8,9.0,8.0,8.6,6.5,6.5,10,7.5,7.6,8.5,8.6,8.6,8.5,8.6,8.6,1M,64000,2.0,12.0,critical,5,5,"Top reasoning (GPQA #1), long-context multimodal, research",,H,"GPQA 94.1% (#1); ARC-AGI-2 77.1%; HLE 37.5%; MMMU-Pro 83.9%; benchmark-anchored (AA Index, SWE-bench, GPQA, ARC-AGI-2, Aider, MMMU 2026-06)",2026-06-07
gemini-3.1-pro,Gemini 3.1 Pro,Google,Gemini 3.x,3.1-pro,Current,Flagship Reasoner,Google Antigravity,IDE app,Installed,subscription_included,No,9.4,9.2,9.3,9.0,9.2,8.6,8.1,8.4,8.6,8.4,8.8,8.8,8.6,8.8,8.8,9.0,9.0,9.0,9.0,9.0,8.6,7.8,8.6,8.8,8.4,8.8,9.0,8.0,8.6,6.5,6.5,10,7.5,7.6,8.5,8.6,8.6,8.5,8.6,8.6,1M,64000,2.0,12.0,critical,5,5,"Top reasoning (GPQA #1), long-context multimodal, research",,H,"GPQA 94.1% (#1); ARC-AGI-2 77.1%; HLE 37.5%; MMMU-Pro 83.9%; benchmark-anchored (AA Index, SWE-bench, GPQA, ARC-AGI-2, Aider, MMMU 2026-06)",2026-06-07
gemini-3.1-pro,Gemini 3.1 Pro,Google,Gemini 3.x,3.1-pro,Current,Flagship Reasoner,Amazon Bedrock (Kiro),Aggregator,Installed; login unverified,metered (not configured),No,9.4,9.2,9.3,9.0,9.2,8.6,8.1,8.4,8.6,8.4,8.8,8.8,8.6,8.8,8.8,9.0,9.0,9.0,9.0,9.0,8.6,7.8,8.6,8.8,8.4,8.8,9.0,8.0,8.6,6.5,6.5,10,7.5,7.6,8.5,8.6,8.6,8.5,8.6,8.6,1M,64000,2.0,12.0,critical,5,5,"Top reasoning (GPQA #1), long-context multimodal, research",,H,"GPQA 94.1% (#1); ARC-AGI-2 77.1%; HLE 37.5%; MMMU-Pro 83.9%; benchmark-anchored (AA Index, SWE-bench, GPQA, ARC-AGI-2, Aider, MMMU 2026-06)",2026-06-07
gemini-3.5-flash,Gemini 3.5 Flash,Google,Gemini 3.x,3.5-flash,Current (latest GA),Fast Frontier,Google Gemini API,HTTP API,Working (re-authed),subscription_included,No,8.6,8.4,8.6,8.4,8.5,8.4,8.0,8.2,8.4,8.2,8.6,8.4,8.2,8.6,8.4,8.6,8.6,8.6,8.6,8.6,8.2,7.4,8.4,8.4,8.1,8.6,8.6,7.8,8.3,8.8,8.8,10,8.8,9.1,8.2,8.3,8.4,8.2,8.3,8.4,1M,64000,1.5,9.0,high,5,4,"Frontier-class agentic/coding at low cost+latency, 1M ctx",,H,"Latest GA May 2026; benchmark-anchored (AA Index, SWE-bench, GPQA, ARC-AGI-2, Aider, MMMU 2026-06)",2026-06-07
gemini-3.5-flash,Gemini 3.5 Flash,Google,Gemini 3.x,3.5-flash,Current (latest GA),Fast Frontier,Gemini CLI,CLI,Working (re-authed),subscription_included,No,8.6,8.4,8.6,8.4,8.5,8.4,8.0,8.2,8.4,8.2,8.6,8.4,8.2,8.6,8.4,8.6,8.6,8.6,8.6,8.6,8.2,7.4,8.4,8.4,8.1,8.6,8.6,7.8,8.3,8.8,8.8,10,8.8,9.1,8.2,8.3,8.4,8.2,8.3,8.4,1M,64000,1.5,9.0,high,5,4,"Frontier-class agentic/coding at low cost+latency, 1M ctx",,H,"Latest GA May 2026; benchmark-anchored (AA Index, SWE-bench, GPQA, ARC-AGI-2, Aider, MMMU 2026-06)",2026-06-07
gemini-3.5-flash,Gemini 3.5 Flash,Google,Gemini 3.x,3.5-flash,Current (latest GA),Fast Frontier,Google Antigravity,IDE app,Installed,subscription_included,No,8.6,8.4,8.6,8.4,8.5,8.4,8.0,8.2,8.4,8.2,8.6,8.4,8.2,8.6,8.4,8.6,8.6,8.6,8.6,8.6,8.2,7.4,8.4,8.4,8.1,8.6,8.6,7.8,8.3,8.8,8.8,10,8.8,9.1,8.2,8.3,8.4,8.2,8.3,8.4,1M,64000,1.5,9.0,high,5,4,"Frontier-class agentic/coding at low cost+latency, 1M ctx",,H,"Latest GA May 2026; benchmark-anchored (AA Index, SWE-bench, GPQA, ARC-AGI-2, Aider, MMMU 2026-06)",2026-06-07
gemini-3.1-flash,Gemini 3.1 Flash,Google,Gemini 3.x,3.1-flash,Current,Fast multimodal,Google Gemini API,HTTP API,Working (re-authed),subscription_included,No,8.2,8.0,8.2,8.2,8.1,8.0,7.6,7.8,8.0,7.8,8.2,8.0,7.8,8.2,8.0,8.4,8.4,8.4,8.4,8.4,7.8,7.0,8.0,8.0,7.7,8.4,8.4,7.6,8.1,9.0,9.0,10,9.0,9.2,8.0,8.1,8.2,8.0,8.1,8.2,1M,64000,,,high,4,4,"Fast multimodal, high-volume agentic",,M,Fast 3.1 tier; family-inherited estimate (scaled from flagship); verify before HIGH-stakes routing,2026-06-07
gemini-3.1-flash,Gemini 3.1 Flash,Google,Gemini 3.x,3.1-flash,Current,Fast multimodal,Gemini CLI,CLI,Working (re-authed),subscription_included,No,8.2,8.0,8.2,8.2,8.1,8.0,7.6,7.8,8.0,7.8,8.2,8.0,7.8,8.2,8.0,8.4,8.4,8.4,8.4,8.4,7.8,7.0,8.0,8.0,7.7,8.4,8.4,7.6,8.1,9.0,9.0,10,9.0,9.2,8.0,8.1,8.2,8.0,8.1,8.2,1M,64000,,,high,4,4,"Fast multimodal, high-volume agentic",,M,Fast 3.1 tier; family-inherited estimate (scaled from flagship); verify before HIGH-stakes routing,2026-06-07
gemini-3.1-flash,Gemini 3.1 Flash,Google,Gemini 3.x,3.1-flash,Current,Fast multimodal,Google Antigravity,IDE app,Installed,subscription_included,No,8.2,8.0,8.2,8.2,8.1,8.0,7.6,7.8,8.0,7.8,8.2,8.0,7.8,8.2,8.0,8.4,8.4,8.4,8.4,8.4,7.8,7.0,8.0,8.0,7.7,8.4,8.4,7.6,8.1,9.0,9.0,10,9.0,9.2,8.0,8.1,8.2,8.0,8.1,8.2,1M,64000,,,high,4,4,"Fast multimodal, high-volume agentic",,M,Fast 3.1 tier; family-inherited estimate (scaled from flagship); verify before HIGH-stakes routing,2026-06-07
